QDM Type,Data Element Valueset,Attribute,Attribute Valueset,Measure
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS155v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.378,prevalencePeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,result,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.195.12.1003,relevantPeriod,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.118.12.1035,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1027,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,2.16.840.1.113883.3.464.1003.121.12.1012,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS155v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS155v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.378,prevalencePeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,result,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.195.12.1003,relevantPeriod,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.118.12.1035,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1027,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,2.16.840.1.113883.3.464.1003.121.12.1012,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS155v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS155v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.378,prevalencePeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,result,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.195.12.1003,relevantPeriod,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.118.12.1035,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1027,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,2.16.840.1.113883.3.464.1003.121.12.1012,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS155v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS155v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.378,prevalencePeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,result,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.195.12.1003,relevantPeriod,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.118.12.1035,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1027,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,2.16.840.1.113883.3.464.1003.121.12.1012,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS155v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS155v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.378,prevalencePeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,result,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.195.12.1003,relevantPeriod,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.118.12.1035,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1027,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,2.16.840.1.113883.3.464.1003.121.12.1012,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS155v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS155v7
QDM::Diagnosis,2.16.840.1.113883.3.526.3.378,prevalencePeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1024,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1022,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1014,result,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1015,result,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.195.12.1003,relevantPeriod,,CMS155v7
QDM::InterventionPerformed,2.16.840.1.113883.3.464.1003.118.12.1035,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1026,relevantPeriod,,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1027,relevantPeriod,,CMS155v7
QDM::PhysicalExamPerformed,2.16.840.1.113883.3.464.1003.121.12.1012,result,2.16.840.1.113883.3.464.1003.121.12.1012,CMS155v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1001,relevantPeriod,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428361000124107,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,428371000124100,CMS156v7
QDM::InterventionOrder,2.16.840.1.113762.1.4.1108.15,authorDatetime,,CMS156v7
QDM::InterventionPerformed,2.16.840.1.113762.1.4.1108.15,relevantPeriod,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1014,relevantPeriod,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1016,relevantPeriod,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1025,relevantPeriod,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1023,relevantPeriod,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.526.3.1240,relevantPeriod,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.12.1012,relevantPeriod,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1254,relevantPeriod,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1480,relevantPeriod,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1254,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1480,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1253,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1364,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1324,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1503,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1504,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1481,relevantPeriod,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1481,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1447,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1414,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1279,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1507,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1421,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1425,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1272,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1426,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1428,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1430,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1500,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1506,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1274,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1372,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1501,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1277,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1328,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1450,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1452,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1453,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1278,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1412,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1284,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1285,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1509,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1348,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1349,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1351,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1293,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1303,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1306,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1308,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1311,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1319,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1334,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1336,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1341,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1342,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1353,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1357,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1358,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1359,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1361,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1362,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1365,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1366,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1368,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1369,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1370,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1374,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1402,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1422,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1287,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1419,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1273,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1299,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1300,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1301,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1307,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1309,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1310,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1312,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1427,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1315,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1325,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1317,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1318,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1320,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1321,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1326,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1408,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1345,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1331,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1410,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1338,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1371,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1316,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1327,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1352,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1373,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1286,authorDatetime,,CMS156v7
QDM::EncounterPerformed,2.16.840.1.113883.3.464.1003.101.11.1206,relevantPeriod,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1508,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1323,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1367,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1330,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1332,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1337,authorDatetime,,CMS156v7
QDM::MedicationOrder,2.16.840.1.113883.3.464.1003.196.12.1339,authorDatetime,,CMS156v7
