OID,ValueSetName,ExpansionVersion,CodeSystemName,CodeSystemVersion,CodeSystemOID,Purpose
2.16.840.1.113762.1.4.1151.38,"DEXA Dual Energy Xray Absorptiometry, Bone Density for Urology Care",eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent bone density x-ray studies.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnostic Study or Order. The intent of this data element is to identify patients with low bone mineral density. ),(Inclusion Criteria: Includes only relevant concepts associated with Dual-energy X-ray absorptiometry (DXA, DEXA) with 1 or more axial sites, axial skeleton (hips, pelvis, spine) or 1 or more appendicular skeleton sites (radius, wrist, heel). ),(Exclusion Criteria: No Exclusions.)"
2.16.840.1.113883.3.464.1003.196.12.1214,DTaP Vaccine,eCQM Update 2018-09-17,CVX,2018-07,2.16.840.1.113883.12.292,"(Clinical Focus: This value set contains concepts that represent diphtheria, tetanus, and whooping cough (pertussis) (DTaP) vaccines.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Immunization, Administered.),(Inclusion Criteria: Includes only relevant concepts associated with diphtheria, tetanus, and whooping cough (pertussis) (DTaP) vaccine codes. This is a grouping of CVX codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.110.12.1022,DTaP Vaccine Administered,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent procedures for diphtheria, tetanus, and whooping cough (pertussis) (DTaP) vaccine administration.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with diphtheria, tetanus, and whooping cough (pertussis) (DTaP) vaccine administration codes. This is a grouping of CPT and SNOMED CT codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.113.12.1051,DXA (Dual energy Xray Absorptiometry) Scan,eCQM Update 2018-09-17,LOINC,2.64,2.16.840.1.113883.6.1,"(Clinical Focus: This value set contains concepts that represent a dual-energy x-ray absorptiometry (DXA) scan.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnostic Study.),(Inclusion Criteria: Includes only relevant concepts associated with DXA scans of the femur, radius, ulna, lumbar spine, hip, calcaneus and skeletal system. This is a grouping of LOINC codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.117.1.7.1.295,Decision to Admit to Hospital Inpatient,eCQM Update 2018-09-17,SNOMEDCT,2018-03,2.16.840.1.113883.6.96,"(Clinical Focus: This value set contains concepts that represent procedures that are commonly used for capturing an emergency decision to admit a patient to an inpatient hospital setting.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Encounter. The intent of this data element is to identify an emergency decision to admit a patient to an inpatient hospital setting. ),(Inclusion Criteria: Includes only relevant concepts associated with codes representing an emergency decision to admit a patient to an inpatient hospital setting using the SNOMED CT system.),(Exclusion Criteria: Excludes codes that do not meet the inclusion criteria.)"
2.16.840.1.113883.3.526.3.1453,Degeneration of Macula and Posterior Pole,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of degeneration of macula and posterior pole.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of macula and/or posterior pole degenerations, including age-related degenerations, macular cyst, maculopathy, macular puckering, macular hole, atrophy or dystrophy of macula.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.526.3.1454,Degenerative Disorders of Globe,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of degenerative disorders of globe.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with a diagnosis of degenerative disorders of globe, including degenerative myopia, chalcosis, siderosis, and other degenerative diagnoses.),(Exclusion Criteria: Excludes concepts that pertain to 'unspecified eye.')"
2.16.840.1.113883.3.67.1.101.1.278,Delivery - Diagnosis,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent diagnoses of a live birth or delivery in the outpatient setting.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed. The intent of this data element is identify patients who had a live birth or delivery. ),(Inclusion Criteria: Includes only relevant concepts associated with identifying patients who had a live birth or delivery in the outpatient setting. ),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1078.5,Delivery - Procedure,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent live birth or delivery procedures in the outpatient setting.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed. The intent of this data element is identify patients who had a live birth or delivery. ),(Inclusion Criteria: Includes only relevant concepts associated with identifying patients who had a live birth or delivery in the outpatient setting. ),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.464.1003.111.12.1015,Delivery Live Births,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts that represent single or multiple live births.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Procedure, Performed.),(Inclusion Criteria: Includes only relevant concepts associated with delivery of one or multiple newborns. This is a grouping of CPT, SNOMED CT and ICD-10-PCS codes.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113762.1.4.1045.59,Delivery Procedures,eCQM Update 2018-09-17,ICD10PCS,2019,2.16.840.1.113883.6.4,"(Clinical Focus: This value set contains concepts that represent delivery procedures.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Procedure. The intent of this data element is to identify delivery procedures. ),(Inclusion Criteria: Includes only relevant concepts associated with identifying delivery procedures.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.526.3.1005,Dementia & Mental Degenerations,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent dementia diagnoses and mental degenerations diagnoses.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.),(Inclusion Criteria: Includes only relevant concepts associated with dementia diagnoses and mental degeneration diagnoses.),(Exclusion Criteria: Excludes dementia and mental degeneration diagnoses in remission.)"
2.16.840.1.113883.3.464.1003.125.12.1004,Dental Caries,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a diagnosis of dental caries.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with identifying patients who have had dental carries.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.1916,Depression Screening  Encounter Codes,eCQM Update 2018-09-17,CPT,2018,2.16.840.1.113883.6.12,"(Clinical Focus: This value set contains concepts in which a depression screen could be assessed and documented through an exam, assessment, interview or evaluation.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category or attribute related to Encounter.),(Inclusion Criteria: Includes only relevant concepts associated with wellness visits, annual visits, therapy evaluations, or primary or specialist physician office visits where a depression screen could be conducted.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.145,Depression diagnosis,eCQM Update 2018-09-17,ICD10CM,2019,2.16.840.1.113883.6.90,"(Clinical Focus: This value set contains concepts that represent a current diagnosis of a depressed state or actual depressive disorder whether recurrent, chronic, or diagnosed as moderate, major, or severe.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category or attribute related to Diagnosis. ),(Inclusion Criteria: Includes only relevant concepts associated with depression diagnoses as well as depression as indicated as depressed mood or features, a single episode, or type of psychosis, or a reaction as related to depression.),(Exclusion Criteria: No exclusions.)"
2.16.840.1.113883.3.600.469,Depression medications - adolescent,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent medications that are commonly used to treat adolescent depression.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category or attribute related to Medication.),(Inclusion Criteria: Includes only relevant concepts associated with antidepressant medications as well as other recommended depressive management medications, specific to the child and adolescent age group, for depression management.),(Exclusion Criteria: Excludes medications that are not commonly used in the treatment of depression in the child and adolescent age group.)"
2.16.840.1.113883.3.600.470,Depression medications - adult,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent medications that are commonly used to treat adult depression.),(Data Element Scope: This value set may use the Quality Data Model (QDM) category or attribute related to Medication.),(Inclusion Criteria: Includes only relevant concepts associated with antidepressant medications as well as other recommended depressive management medications, specific to the adult age group, for depression management.),(Exclusion Criteria: Excludes medications that are not commonly used in the treatment of depression in the adult age group.)"
2.16.840.1.113883.3.464.1003.196.12.1354,Desiccated Thyroid,eCQM Update 2018-09-17,RXNORM,2018-07,2.16.840.1.113883.6.88,"(Clinical Focus: This value set contains concepts that represent desiccated thyroid medications.),(Data Element Scope: This value set may use the Quality Data Model (QDM) datatype related to Medication, Ordered.),(Inclusion Criteria: Includes only relevant concepts associated with semantic clinical drugs (concepts associated with component, form and strength); generic; human use only; prescribable; desiccated thyroid medications.),(Exclusion Criteria: Excludes branded drugs; components or ingredient only; non-prescribable; desiccated thyroid in combination with other medications, synthetic thyroid hormones (e.g. levothyroxine, liothyronine, thyrolar, tirosint).)"
